634,"Subject: christmas tree farm pictures
",ham 
1086,"Subject: nominations for eastrans reciept for 3 / 15 and following .
correction : 3 , 000 into the carrtwheel agreement .
- - - - - - - - - - - - - - - - - - - - - - forwarded by bruce mcmills / ftworth / pefs / pec on
03 / 15 / 2000
03 : 50 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
bruce mcmills
03 / 15 / 2000 03 : 49 pm
to : dfarmer @ enron . com , stacey . neuweiler @ enron . com , briley @ enron . com
cc : jim i . fields / gcs / cec / pec @ pec , chad w . cass / gcs / cec / pec @ pec , william e .
speckels / gcs / cec / pec @ pec , michael r . cherry / easttexas / pefs / pec @ pec ,
darrel
f . bane / easttexas / pefs / pec @ pec
subject : nominations for eastrans reciept for 3 / 15 and following .
also , 23 , 000 mmbtu into enron ' s cartwheel agreementat the hub .
- - - - - - - - - - - - - - - - - - - - - - forwarded by bruce mcmills / ftworth / pefs / pec on
03 / 15 / 2000
03 : 48 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
bruce mcmills
03 / 15 / 2000 03 : 28 pm
to : dfarmer @ enron . com , stacey . neuweiler @ enron . com , briley @ enron . com
cc : jim i . fields / gcs / cec / pec @ pec , chad w . cass / gcs / cec / pec @ pec , william e .
speckels / gcs / cec / pec @ pec , michael r . cherry / easttexas / pefs / pec @ pec ,
darrel
f . bane / easttexas / pefs / pec @ pec
subject : nominations for eastrans reciept for 3 / 15 and following .
as we discussed , due to weather we decided to reschedule our maintenance ,
and noms have been returned to 75 , 000 mmbtu / d effective today and following ,
until further notice . 15 , 000 mmbtu will come from cipco into mobil beaumont ,
50 , 000 into pg & e , and 7 , 000 from fuels cotton valley into hpl .
unless a problem arises , we plan to stay at this level until tuesday ,
3 / 21 / 2000 ,
when we will go down some for 1 day only .",ham
1087,"Subject: nominations for eastrans reciept for 3 / 15 and following .
as we discussed , due to weather we decided to reschedule our maintenance ,
and noms have been returned to 75 , 000 mmbtu / d effective today and following ,
until further notice . 15 , 000 mmbtu will come from cipco into mobil beaumont ,
50 , 000 into pg & e , and 7 , 000 from fuels cotton valley into hpl .
unless a problem arises , we plan to stay at this level until tuesday ,
3 / 21 / 2000 ,
when we will go down some for 1 day only .",ham
1088,"Subject: lst rev mar . 2000 josey ranch nom
- - - - - - - - - - - - - - - - - - - - - - forwarded by susan d trevino / hou / ect on 03 / 17 / 2000
03 : 08 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
bob withers on 03 / 17 / 2000 03 : 10 : 24 pm
to : susan d trevino / hou / ect @ ect
cc : stretch brennan , knox westmoreland
, kevin mclarney , vance l
taylor / hou / ect @ ect
subject : lst rev mar . 2000 josey ranch nom
here ' s revised march 2000 ( effective 3 / 18 / 00 ) setup for josey : ( using 1 . 075
btu / mcf )
* gas deliveries into hpl
11 , 000 mmbtu / d for kri ( net
reduction of mmbtu / d )
11 , 000 mmbtu / d into hpl
bob withers > <
kcs energy , 5555 san felipe , suite 1200
houston , tx 77056
voice mail / page 713 - 964 - 9434",ham
1089,"Subject: nomination into eastrans - 3 / 18 / 2000
we are reducing our nom into eastrans eff 3 / 18 / 2000 to
72 , 000 mmbtu / d . redeliveries are 50 mmcf / d into pg & e , 7 from fcv ,
3 into your cartwheel @ carthage , and 12 into mobil beaumont . .",ham
1090,"Subject: labor distribution report
daren ,
i get a labor distribution report and show that kenneth seaman is showing as
being active for payperiod 1 and 2 in february . if he was not here for this
time period please verify that you are not being charged any payroll dollars
for him .
lisa",ham
1091,"Subject: team room
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 03 / 19 / 2000
06 : 51 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : mary ellenberger 03 / 16 / 2000 02 : 16 pm
to : ami chokshi / corp / enron @ enron , stephanie sever / hou / ect @ ect , kelli
stevens / hou / ect @ ect , martin cuilla / hou / ect @ ect , katherine l
kelly / hou / ect @ ect , cc : mary ellenberger / corp / enron @ enron , nelson
ferries / corp / enron @ enron
cc :
subject : team room
please make note of the room change , monday ' s devon pricing ( january ) meeting
thank you
mse
- - - - - - - - - - - - - - - - - - - - - - forwarded by mary ellenberger / corp / enron on 03 / 16 / 2000
02 : 13 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
angela henn @ ect
03 / 16 / 2000 09 : 16 am
to : mary ellenberger / corp / enron @ enron
cc :
subject : team room
you asked me to book 3745 for you for monday the 20 th from 1 - 2 pm . i had to
bump you out of 3745 , but i have
booked 3749 ( down from 3745 ) for you for the same time .
angela -",ham
1092,"Subject: hplr liquids / humble gas pipeline
we need to get together this afternoon at 2 : 00 pm in room 3745 to discuss how
we will schedule and allocate the hplr liquids coming into humble gas
pipeline at meter 8793 . karry , it is my understanding that you do not want
an intercompany sale from hplr liquids to hplc at this point . how do you
plan to get this gas to king ranch since hplr liquids does not have a
transport on humble ?
daren , the intercompany hplc purchase is how it is set up currently in mops .
robert , since stella is out , we will need someone to represent logistics .
hc",ham
1093,"Subject: re : hplr liquids / humble gas pipeline
just wanted to keep everyone on point in terms of the importance and
expectations of getting this king ranch issue cleaned up for the prior months
and correct on a go forward basis . i spoke with brenda on friday to give her
an update of our progress and one of the things that she stressed and wanted
passed on to the team was the expectations that king ranch would be clean
( scheduled and allocated correctly ) for march and foward . as of thursday
night ' s p & l calc . , unaccounted for march 2000 on texas was a little over
400 , 000 mmbtus . as you all know , that number is way too high and should be a
lot lower ( on a bad month , no more than 100 , 000 mmbuts ) . hopefully , if king
ranch is the part of the problem for march and we get these issues resolved ,
march will not be an issue . i appreciate everyone ' s committment so far and
hopefully we can apply this team concept in the future to prevent crisis
modes like this from here on out . if anyone has questions or concerns ,
please do not hesitate to let me know . thanks !
howard b camp
03 / 20 / 2000 08 : 46 am
to : karry kendall / hou / ect @ ect , daren j farmer / hou / ect @ ect , clem
cernosek / hou / ect @ ect
cc : stella l morris / hou / ect @ ect , howard b camp / hou / ect @ ect , rita
wynne / hou / ect @ ect , fred boas / hou / ect @ ect , robert e lloyd / hou / ect @ ect
subject : hplr liquids / humble gas pipeline
we need to get together this afternoon at 2 : 00 pm in room 3745 to discuss how
we will schedule and allocate the hplr liquids coming into humble gas
pipeline at meter 8793 . karry , it is my understanding that you do not want
an intercompany sale from hplr liquids to hplc at this point . how do you
plan to get this gas to king ranch since hplr liquids does not have a
transport on humble ?
daren , the intercompany hplc purchase is how it is set up currently in mops .
robert , since stella is out , we will need someone to represent logistics .
hc",ham
1094,"Subject: midtex
daren -
i need a service list contract set up for ena for the midtex line for feb . 00
and march forward for meter 9735 , deal # 203469 ( xprtung ) . does ena have a
valid contract to ship on the midtexas line ? volume management would like
this done before close . please let me know .
- aimee",ham
1095,"Subject: re : lst rev mar . 2000 josey ranch nom
it started with 12 , 036 on the first and has slowly droped to 10 , 483 on the
12 th . pretty steady drop .",ham
1096,"Subject: 2 nd rev mar . 2000 josey ranch nom
- - - - - - - - - - - - - - - - - - - - - - forwarded by susan d trevino / hou / ect on 03 / 20 / 2000
02 : 22 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
kevin mclarney on 03 / 20 / 2000 02 : 09 : 02 pm
to : susan d trevino / hou / ect @ ect
cc : vance l taylor / hou / ect @ ect , stretch brennan , knox
westmoreland , bob withers
subject : 2 nd rev mar . 2000 josey ranch nom
here ' s revised march 2000 ( effective 3 / 21 / 00 9 : 00 am cycle ) setup for josey :
( using 1 . 075 btu / mcf )
* gas deliveries into hpl
11 , 000 mmbtu / d for kri
2 , 000 mmbtu / d for texaco ( net increase of
2 , 000 mmbtu / d )
13 , 000 mmbtu / d into hpl
if you need any additional information , kcs ' field contact is stretch
brennan in victoria : 512 - 576 - 1005 .
thank you .
kevin mclarney
713 / 964 - 9441
( on behalf of bob withers )
bob withers > <
kcs energy , 5555 san felipe , suite 1200
houston , tx 77056
voice mail / page 713 - 964 - 9434",ham
